"","City","State","Sightings","Airport Count"
"10983","Union","OR",1,0
"10984","Union City","GA",1,0
"10985","Union City","MI",1,0
"10986","Union Dale","PA",1,0
"10987","Union Gap","WA",1,0
"10988","Union Grove","WI",1,0
"10989","Union Springs","AL",1,0
"10990","Uniontown","WA",1,0
"10991","Unionville","MI",1,0
"10992","Unionville","NC",1,0
"10993","Unionville","PA",1,0
"10994","Unity","WI",1,0
"10995","University Park","FL",1,0
"10996","Upper Sandusky","OH",1,0
"10997","Ursa","IL",1,0
"10998","Utica","MI",1,0
"10999","Utica","MS",1,0
"11000","Utopia","TX",1,0
"11001","Utting","AZ",1,0
"11002","vacaville","CA",1,0
"11003","Vado","NM",1,0
"11004","Vail","AZ",1,0
"11005","Vale","SD",1,0
"11006","Valencia","NM",1,0
"11007","Valencia","PA",1,0
"11008","Valle","AZ",1,0
"11009","Valle Vista","CA",1,0
"11010","Valley","NE",1,0
"11011","Valley acres","CA",1,0
"11012","Valley Acres","CA",1,0
"11013","Valley City","OH",1,0
"11014","Valley Falls","KS",1,0
"11015","Valley Grande","AL",1,0
"11016","Valley grove","WV",1,0
"11017","Valley Head","WV",1,0
"11018","Valley View","OH",1,0
"11019","Valley View","TX",1,0
"11020","Van","WV",1,0
"11021","Van Buren","MO",1,0
"11022","Van Horn","TX",1,0
"11023","Van Horne","IA",1,0
"11024","Van Voorhis","PA",1,0
"11025","Vance","SC",1,0
"11026","VanCleave","MS",1,0
"11027","Vandalia","MI",1,0
"11028","Vandalia","MO",1,0
"11029","Vanderbilt","MI",1,0
"11030","Vandercook Lake","MI",1,0
"11031","Vandiver","AL",1,0
"11032","Vandling","PA",1,0
"11033","Vanleer","TN",1,0
"11034","Varnell","GA",1,0
"11035","Vass","NC",1,0
"11036","Velarde","NM",1,0
"11037","Veneta","OR",1,0
"11038","Venetie","AK",1,1
"11039","Ventura","IA",1,0
"11040","Verdi","CA",1,0
"11041","Verdigre","NE",1,0
"11042","Vermillion","SD",1,0
"11043","Vermont","IL",1,0
"11044","Vermontville","MI",1,0
"11045","Vernon","AL",1,0
"11046","Vernon","AZ",1,0
"11047","Verona","KY",1,0
"11048","Verona","VA",1,0
"11049","Versailles","IN",1,0
"11050","Versailles","PA",1,0
"11051","Vestavia Hills","AL",1,0
"11052","Victor","CO",1,0
"11053","Victory Lakes","NJ",1,0
"11054","Vienna","GA",1,0
"11055","Viking","MN",1,0
"11056","Villa Grove","IL",1,0
"11057","Villa ridge","MO",1,0
"11058","Ville Platte","LA",1,0
"11059","Vincent","AL",1,0
"11060","Vineyard Haven","MA",1,0
"11061","Vining","MN",1,0
"11062","Vinita Park","MO",1,0
"11063","Viola","AR",1,0
"11064","Viola","DE",1,0
"11065","Viola","KS",1,0
"11066","Viola","WI",1,0
"11067","Violet","LA",1,0
"11068","Virgie","KY",1,0
"11069","Virgin","UT",1,0
"11070","Virginia","MN",1,0
"11071","Virginia beach","VA",1,0
"11072","Viroqua","WI",1,0
"11073","Volcano","CA",1,0
"11074","Von Ormy","TX",1,0
"11075","Vona","CO",1,0
"11076","Wabasso Beach","FL",1,0
"11077","Wachapreague","VA",1,0
"11078","Waco","NE",1,0
"11079","Wadesboro","NC",1,0
"11080","Wadley","AL",1,0
"11081","Wadley","GA",1,0
"11082","Wagoner","OK",1,0
"11083","Wagram","NC",1,0
"11084","Waikapu","HI",1,0
"11085","Waipio","HI",1,0
"11086","Waite Park","MN",1,0
"11087","Waitsburg","WA",1,0
"11088","Wakarusa","IN",1,0
"11089","Wakeeney","KS",1,0
"11090","Wakeman","OH",1,0
"11091","Wakonda","SD",1,0
"11092","Waldenburg","AR",1,0
"11093","Waldo","AR",1,0
"11094","Wales","WI",1,0
"11095","Walhalla","SC",1,0
"11096","Walkersville","MD",1,0
"11097","Wallowa","OR",1,0
"11098","Walnut","IA",1,0
"11099","Walnut","IL",1,0
"11100","Walnut Cove","NC",1,0
"11101","Walnutport","PA",1,0
"11102","Walton","IN",1,0
"11103","Waltonville","IL",1,0
"11104","Wamic","OR",1,0
"11105","Wampum","PA",1,0
"11106","Wanakah","NY",1,0
"11107","Wanamie","PA",1,0
"11108","Wanamingo","MN",1,0
"11109","Wanship","UT",1,0
"11110","Warm Springs","GA",1,0
"11111","Warr acres","OK",1,0
"11112","Warren","IL",1,0
"11113","Warren","IN",1,0
"11114","Warren","OR",1,0
"11115","Warren","TX",1,0
"11116","Warrensburg","IL",1,0
"11117","Warrington","FL",1,0
"11118","Warsaw","KY",1,0
"11119","Warsaw","NC",1,0
"11120","Warsaw","OH",1,0
"11121","Warsaw","VA",1,0
"11122","Wasco","CA",1,0
"11123","Waseca","MN",1,0
"11124","Washington","AR",1,0
"11125","Washington","IA",1,0
"11126","Washington","LA",1,0
"11127","WASHINGTON","PA",1,0
"11128","Water Valley","MS",1,0
"11129","Waterloo","AL",1,0
"11130","Waterloo","NE",1,0
"11131","Waterloo","WI",1,0
"11132","Waterman","IL",1,0
"11133","Watertown","TN",1,0
"11134","waterville","ME",1,0
"11135","Watervliet","MI",1,0
"11136","Watonga","OK",1,0
"11137","Watsontown","PA",1,0
"11138","Watts","OK",1,0
"11139","Wattsburg","PA",1,0
"11140","Waubay","SD",1,0
"11141","Waverly","AL",1,0
"11142","Waverly","FL",1,0
"11143","Waverly","NE",1,0
"11144","Waverly","NY",1,0
"11145","Wayland","KY",1,0
"11146","Wayne","WV",1,0
"11147","Wayne Lakes","OH",1,0
"11148","Waynesboro","TN",1,0
"11149","Webb City","MO",1,0
"11150","Webster","SD",1,0
"11151","Webster","WI",1,0
"11152","Weedsport","NY",1,0
"11153","Weidman","MI",1,0
"11154","Weimar","TX",1,0
"11155","Weingarten","MO",1,0
"11156","Weippe","ID",1,0
"11157","Weldon","NC",1,0
"11158","Weldona","CO",1,0
"11159","Wellersburg","PA",1,0
"11160","Wellfleet","NE",1,0
"11161","Wellington","MO",1,0
"11162","Wells","TX",1,0
"11163","WELLS","NV",1,0
"11164","Wellsburg","NY",1,0
"11165","Wellston","OH",1,0
"11166","Wellsville","OH",1,0
"11167","Wellsville","UT",1,0
"11168","Wendell","MN",1,0
"11169","Weogufka","AL",1,0
"11170","Wescosville","PA",1,0
"11171","Wesley Chapel","NC",1,0
"11172","Wesleyville","PA",1,0
"11173","West Bountiful","UT",1,0
"11174","West Brattleboro","VT",1,0
"11175","West Carson","CA",1,0
"11176","West College Corner","IN",1,0
"11177","West harrison","IN",1,0
"11178","West Haven","UT",1,0
"11179","West Homestead","PA",1,0
"11180","West Liberty","KY",1,0
"11181","West Long Branch","NJ",1,0
"11182","West Miami","FL",1,0
"11183","West Milton","PA",1,0
"11184","West Milwaukee","WI",1,0
"11185","West Ocean City","MD",1,0
"11186","West Odessa","TX",1,0
"11187","West palm beach","FL",1,0
"11188","West Park","FL",1,0
"11189","West Pasco","WA",1,0
"11190","West Peoria","IL",1,0
"11191","West pittston","PA",1,0
"11192","West Pittston","PA",1,0
"11193","West point","GA",1,0
"11194","West Point","CA",1,0
"11195","West Point","VA",1,0
"11196","West Portsmouth","OH",1,0
"11197","West Tawakoni","TX",1,0
"11198","west union","OH",1,0
"11199","West Union","IA",1,0
"11200","West Union","WV",1,0
"11201","West Unity","OH",1,0
"11202","West Yellowstone","MT",1,1
"11203","Westcliffe","CO",1,0
"11204","Westfield","IA",1,0
"11205","Westover","PA",1,0
"11206","Westover","WV",1,0
"11207","Westport","IN",1,0
"11208","Westville","IL",1,0
"11209","Westville","NJ",1,0
"11210","Wewoka","OK",1,0
"11211","Whaleyville","MD",1,0
"11212","Wheat RIdge","CO",1,0
"11213","Wheatfields","AZ",1,0
"11214","Wheatland","MO",1,0
"11215","Wheatland","ND",1,0
"11216","Wheatland","PA",1,0
"11217","Wheatland","WY",1,0
"11218","Wheaton","MN",1,0
"11219","Wheeler","TX",1,0
"11220","Whitakers","NC",1,0
"11221","White","GA",1,0
"11222","White Bluff","TN",1,0
"11223","White Center","WA",1,0
"11224","White City","UT",1,0
"11225","White Cloud","MI",1,0
"11226","White Earth","MN",1,0
"11227","White Hall","AR",1,0
"11228","White Lake","NC",1,0
"11229","White Lake","SD",1,0
"11230","White Lake","WI",1,0
"11231","White Oak","MD",1,0
"11232","White Oak","PA",1,0
"11233","White Plains","GA",1,0
"11234","White Plains","KY",1,0
"11235","White River Junction","VT",1,0
"11236","White Stone","VA",1,0
"11237","White Sulphur Springs","WV",1,0
"11238","Whitefield","OK",1,0
"11239","Whitefish Bay","WI",1,0
"11240","Whitehall","OH",1,0
"11241","Whitehall","WI",1,0
"11242","Whitehouse","TX",1,0
"11243","Whitesboro","NY",1,0
"11244","Whitesboro","TX",1,0
"11245","Whitesburg","GA",1,0
"11246","Whitesville","WV",1,0
"11247","Whiteville","TN",1,0
"11248","Whitewater","IN",1,0
"11249","Whitewright","TX",1,0
"11250","Whitmore lake","MI",1,0
"11251","Whitney Point","NY",1,0
"11252","Whitsett","NC",1,0
"11253","Whitwell","TN",1,0
"11254","WIckenburg","AZ",1,0
"11255","Wickliffe","OH",1,0
"11256","Wide Ruins","AZ",1,0
"11257","Wilberforce","OH",1,0
"11258","Wild Rose","WI",1,0
"11259","Wilder","ID",1,0
"11260","Willard","NM",1,0
"11261","Willard","UT",1,0
"11262","Williams","OR",1,0
"11263","Williams Bay","WI",1,0
"11264","Williamsburg","FL",1,0
"11265","Williamsburg","IA",1,0
"11266","Williamsburg","PA",1,0
"11267","Williamsfield","IL",1,0
"11268","Williamson","WV",1,0
"11269","Williamstown","KY",1,0
"11270","Willis","TX",1,0
"11271","Willisburg","KY",1,0
"11272","Willoughby","OH",1,1
"11273","willowbrook","IL",1,0
"11274","Wills Point","TX",1,0
"11275","Wilmore","KY",1,0
"11276","Wilmore","PA",1,0
"11277","Wilsall","MT",1,0
"11278","Wilson","PA",1,0
"11279","Wilson","WI",1,0
"11280","Winchester","ID",1,0
"11281","Winchester","IL",1,0
"11282","Winchester","WI",1,0
"11283","WInchester","KY",1,0
"11284","Window Rock","AZ",1,0
"11285","Windsor","IL",1,0
"11286","Windsor","NC",1,0
"11287","Windsor","PA",1,0
"11288","Winfield","IN",1,0
"11289","Winfield","MO",1,0
"11290","Winfield","WV",1,0
"11291","Wingo","KY",1,0
"11292","Winnebago","MN",1,0
"11293","Winnebago","NE",1,0
"11294","Winner","SD",1,0
"11295","Winnetoon","NE",1,0
"11296","Winnfield","LA",1,0
"11297","Winnsboro","LA",1,0
"11298","Winnsboro","SC",1,1
"11299","Winona","TX",1,0
"11300","Winooski","VT",1,0
"11301","Winslow","AR",1,0
"11302","Winston","NM",1,0
"11303","Winter Park","CO",1,0
"11304","winterstown","PA",1,0
"11305","Winthrop","NY",1,0
"11306","Wishek","ND",1,0
"11307","Wister","OK",1,0
"11308","Withamsville","OH",1,0
"11309","Wittenberg","WI",1,0
"11310","Wolfe City","TX",1,0
"11311","Wolsey","SD",1,0
"11312","Wood Dale","IL",1,0
"11313","Wood Lake","NE",1,0
"11314","Wood Village","OR",1,0
"11315","Woodbury Heights","NJ",1,0
"11316","Woodcliff Lake","NJ",1,0
"11317","Woodhull","IL",1,0
"11318","Woodlake","CA",1,0
"11319","Woodland","AL",1,0
"11320","Woodlawn","MD",1,0
"11321","Woodlyn","PA",1,0
"11322","Woodmere","NY",1,0
"11323","Woodruff","UT",1,0
"11324","Woodruff","WI",1,0
"11325","Woodson","IL",1,0
"11326","Woodstock","AL",1,0
"11327","Woodstown","NJ",1,0
"11328","Woodville","WI",1,0
"11329","Woodward","OK",1,1
"11330","Woodway","TX",1,0
"11331","Worland","WY",1,1
"11332","Worthing","SD",1,0
"11333","Worthville","PA",1,0
"11334","Wrens","GA",1,0
"11335","Wright","WY",1,0
"11336","Wright city","MO",1,0
"11337","Wright City","MO",1,0
"11338","Wright CIty","MO",1,0
"11339","Wurtsboro","NY",1,0
"11340","Wyandotte","OK",1,0
"11341","Wyeville","WI",1,0
"11342","Wyocena","WI",1,0
"11343","Wyoming","RI",1,0
"11344","Yah-ta-hey","NM",1,0
"11345","Yakutat","AK",1,1
"11346","Yalaha","FL",1,0
"11347","Yale","MI",1,0
"11348","Yamhill","OR",1,0
"11349","Yankee Hill","CA",1,0
"11350","Yates Center","KS",1,0
"11351","Yatesville","PA",1,0
"11352","Yoder","KS",1,0
"11353","York Harbor","ME",1,0
"11354","Yorkville","NY",1,0
"11355","Yosemite Valley","CA",1,0
"11356","Youngsville","NM",1,0
"11357","Youngsville","PA",1,0
"11358","Yucca","AZ",1,0
"11359","Zanesfield","OH",1,0
"11360","Zanesville","IN",1,0
"11361","zavalla","TX",1,0
"11362","Zeigler","IL",1,0
"11363","Zelienople","PA",1,1
"11364","Zephyr Cove","NV",1,0
"11365","ZEPHYRHILLS","FL",1,0
"11366","Zia Pueblo","NM",1,0
"11367","Zilwaukee","MI",1,0
"11368","Zolfo Springs","FL",1,0
"11369","Zortman","MT",1,0
"11370","Zumbrota","MN",1,0
"11371","Cold Bay","AK",NA,2
"11372","Fort Wainwright","AK",NA,2
"11373","Klawock","AK",NA,2
"11374","McKinley Park","AK",NA,2
"11375","Molokai","HI",NA,2
"11376","Washington","VA",NA,2
"11377","Adak Island","AK",NA,1
"11378","Akhiok","AK",NA,1
"11379","Akiak","AK",NA,1
"11380","Akutan","AK",NA,1
"11381","Alakanuk","AK",NA,1
"11382","Aleknagik","AK",NA,1
"11383","Alexander City","AL",NA,1
"11384","Allakaket","AK",NA,1
"11385","Alton/St Louis","IL",NA,1
"11386","Ambler","AK",NA,1
"11387","Anaktuvuk Pass","AK",NA,1
"11388","Andersen","SC",NA,1
"11389","ANDERSON","IN",NA,1
"11390","Aniak","AK",NA,1
"11391","Annette Island","AK",NA,1
"11392","Anvik","AK",NA,1
"11393","Arcata CA","CA",NA,1
"11394","Arctic Village","AK",NA,1
"11395","Atka","AK",NA,1
"11396","Atqasuk","AK",NA,1
"11397","Bainbridge","GA",NA,1
"11398","Bar Harbor","ME",NA,1
"11399","Barking Sands","HI",NA,1
"11400","Barrow","AK",NA,1
"11401","Barter Island","AK",NA,1
"11402","Beaver","AK",NA,1
"11403","Bedford","MA",NA,1
"11404","Bedford","PA",NA,1
"11405","Berkeley Springs","WV",NA,1
"11406","Bettles","AK",NA,1
"11407","Big Mountain","AK",NA,1
"11408","Big Piney","WY",NA,1
"11409","Block Island","RI",NA,1
"11410","Bradshaw Field","HI",NA,1
"11411","Brevig Mission","AK",NA,1
"11412","BRISTOL","TN",NA,1
"11413","Broomfield-CO","CO",NA,1
"11414","Brunswick","ME",NA,1
"11415","Bryce Canyon","UT",NA,1
"11416","Buckland","AK",NA,1
"11417","Buckley","CO",NA,1
"11418","Bush Field","GA",NA,1
"11419","Caldwell","NJ",NA,1
"11420","Camarillo - CA","CA",NA,1
"11421","Camilla","GA",NA,1
"11422","Camp Springs","MD",NA,1
"11423","Cape Lisburne","AK",NA,1
"11424","Cape Newenham","AK",NA,1
"11425","Cape Romanzof","AK",NA,1
"11426","Carbondale/Murphysboro","IL",NA,1
"11427","Catalina Island","CA",NA,1
"11428","Central","AK",NA,1
"11429","Chadron","NE",NA,1
"11430","Chalkyitsik","AK",NA,1
"11431","Charelvoix","MI",NA,1
"11432","Charlottesville VA","VA",NA,1
"11433","Chefornak","AK",NA,1
"11434","Chenega","AK",NA,1
"11435","Cherry Point","NC",NA,1
"11436","Chevak","AK",NA,1
"11437","Chicago-Wheeling","IL",NA,1
"11438","Chicopee Falls","MA",NA,1
"11439","China Lake","CA",NA,1
"11440","Christmas Valley","OR",NA,1
"11441","Chuathbaluk","AK",NA,1
"11442","Cincinnati","KY",NA,1
"11443","Circle","AK",NA,1
"11444","Clarks Point","AK",NA,1
"11445","Clear Mews","AK",NA,1
"11446","Clinton","OK",NA,1
"11447","Coco Beach","FL",NA,1
"11448","Colombus","MS",NA,1
"11449","Columbus",NA,NA,1
"11450","Columbus Mississippi","MS",NA,1
"11451","Concord NH","NH",NA,1
"11452","Cooldige","AZ",NA,1
"11453","Cross City","FL",NA,1
"11454","Cumberland","WV",NA,1
"11455","Cutbank","MT",NA,1
"11456","Daggett","CA",NA,1
"11457","Dalhart","TX",NA,1
"11458","DALLAS","TX",NA,1
"11459","Dallas-Fort Worth","TX",NA,1
"11460","Davis-Woodland-Winters","CA",NA,1
"11461","Deadhorse","AK",NA,1
"11462","Deering","AK",NA,1
"11463","Dell","MT",NA,1
"11464","Dillingham","HI",NA,1
"11465","Doylestown","PA",NA,1
"11466","Drummond Island","MI",NA,1
"11467","Du Bois","PA",NA,1
"11468","Dubuque IA","IA",NA,1
"11469","Eagle","AK",NA,1
"11470","Eastover","SC",NA,1
"11471","Eastsound","WA",NA,1
"11472","Edwards Afb","CA",NA,1
"11473","Eek","AK",NA,1
"11474","Egegik","AK",NA,1
"11475","El dorado springs","MO",NA,1
"11476","Elfin Cove","AK",NA,1
"11477","Elim","AK",NA,1
"11478","Elkhart","KS",NA,1
"11479","Ellicott","CO",NA,1
"11480","Emmonak","AK",NA,1
"11481","Engelhard","NC",NA,1
"11482","Eufala","AL",NA,1
"11483","Evergreen","AL",NA,1
"11484","Falmouth","MA",NA,1
"11485","False Pass","AK",NA,1
"11486","Findley","OH",NA,1
"11487","Flagler","FL",NA,1
"11488","Fort Belvoir","VA",NA,1
"11489","Fort Benning","GA",NA,1
"11490","Fort Bragg","NC",NA,1
"11491","Fort Bridger","WY",NA,1
"11492","Fort Eustis","VA",NA,1
"11493","Fort Huachuca","AZ",NA,1
"11494","Fort Leavenworth","KS",NA,1
"11495","Fort Leonardwood","MO",NA,1
"11496","Fort Ord","CA",NA,1
"11497","Fort Polk","LA",NA,1
"11498","Fort Richardson","AK",NA,1
"11499","Fort Rucker/Ozark","AL",NA,1
"11500","Fort Sill","OK",NA,1
"11501","Fort Wayne IN","IN",NA,1
"11502","Fort Yukon","AK",NA,1
"11503","Fredericksburg","NC",NA,1
"11504","Frenchville","ME",NA,1
"11505","Fryeburg","ME",NA,1
"11506","Funter Bay","AK",NA,1
"11507","Galena","AK",NA,1
"11508","Gambell","AK",NA,1
"11509","GAYLORD","MI",NA,1
"11510","Golovin","AK",NA,1
"11511","Grand Canyon","AZ",NA,1
"11512","Grand Rapids MN","MN",NA,1
"11513","Grant County Airport","WA",NA,1
"11514","Greenvile","TX",NA,1
"11515","Groom Lake","NV",NA,1
"11516","Groton CT","CT",NA,1
"11517","Gulkana","AK",NA,1
"11518","Gustavus","AK",NA,1
"11519","Hancock","MI",NA,1
"11520","Hattiesburg/Laurel","MS",NA,1
"11521","Holdredge","NE",NA,1
"11522","Holy Cross","AK",NA,1
"11523","Hoonah","AK",NA,1
"11524","Houlton","ME",NA,1
"11525","Hughes","AK",NA,1
"11526","Hunter Aaf","GA",NA,1
"11527","Huslia","AK",NA,1
"11528","Hydaburg","AK",NA,1
"11529","Igiugig","AK",NA,1
"11530","Iliamna","AK",NA,1
"11531","Immokalee ","FL",NA,1
"11532","Indian Mountains","AK",NA,1
"11533","Iraan","TX",NA,1
"11534","Islip","NY",NA,1
"11535","Jacksn Hole","WY",NA,1
"11536","Jacksonville NC","NC",NA,1
"11537","Jesup","GA",NA,1
"11538","Kaiser Lake Ozark","MO",NA,1
"11539","Kake","AK",NA,1
"11540","Kalskag","AK",NA,1
"11541","Kaltag","AK",NA,1
"11542","Kamuela","HI",NA,1
"11543","Kaneohe Bay","HI",NA,1
"11544","Karluk","AK",NA,1
"11545","Kasigluk","AK",NA,1
"11546","Kendall-tamiami","FL",NA,1
"11547","Kiana","AK",NA,1
"11548","King Cove","AK",NA,1
"11549","King Salmon","AK",NA,1
"11550","Kipnuk","AK",NA,1
"11551","Kivalina","AK",NA,1
"11552","Knobnoster","MO",NA,1
"11553","Kobuk","AK",NA,1
"11554","Koliganek","AK",NA,1
"11555","Kona","HI",NA,1
"11556","Kongiganak","AK",NA,1
"11557","Kotlik","AK",NA,1
"11558","Koyuk","AK",NA,1
"11559","Koyukuk","AK",NA,1
"11560","Kuparuk","AK",NA,1
"11561","Kwethluk","AK",NA,1
"11562","Kwigillingok","AK",NA,1
"11563","Lahania-kapalua","HI",NA,1
"11564","Lake Minchumina","AK",NA,1
"11565","Lake Placid","NY",NA,1
"11566","Lanai","HI",NA,1
"11567","Larsen Bay","AK",NA,1
"11568","Lebanon","NH",NA,1
"11569","Lexington KY","KY",NA,1
"11570","Livingston-Montana","MT",NA,1
"11571","Lone Rock","WI",NA,1
"11572","Longview","OR",NA,1
"11573","Lopez","WA",NA,1
"11574","Lorain-Elyria","OH",NA,1
"11575","Louisiana","LA",NA,1
"11576","Mackminnville","OR",NA,1
"11577","Macon","MI",NA,1
"11578","Madison","GA",NA,1
"11579","Malad City","ID",NA,1
"11580","Manchester NH","NH",NA,1
"11581","Manley Hot Springs","AK",NA,1
"11582","Manokotak","AK",NA,1
"11583","Manteo","NC",NA,1
"11584","Marco Island Airport","FL",NA,1
"11585","Marshall","AK",NA,1
"11586","Marshfield","MA",NA,1
"11587","Massena","NY",NA,1
"11588","Mattawa","WA",NA,1
"11589","Mayport","FL",NA,1
"11590","Mc Comb","MS",NA,1
"11591","Mc Pherson","KS",NA,1
"11592","Mcalester","OK",NA,1
"11593","Mcgrath","AK",NA,1
"11594","Meade","KS",NA,1
"11595","Mekoryuk","AK",NA,1
"11596","Mercury","NV",NA,1
"11597","Metakatla","AK",NA,1
"11598","Millinocket","ME",NA,1
"11599","MINERAL POINT","WI",NA,1
"11600","Minocqua - Woodruff","WI",NA,1
"11601","Miramar","CA",NA,1
"11602","Misquite","TX",NA,1
"11603","Mobile","AZ",NA,1
"11604","Mobridge","SD",NA,1
"11605","Montgomery","NY",NA,1
"11606","MONTGOMERY","AL",NA,1
"11607","Montrose CO","CO",NA,1
"11608","Monument Valley","UT",NA,1
"11609","Morristown",NA,NA,1
"11610","Mount Holly","NJ",NA,1
"11611","Mount Pocono","PA",NA,1
"11612","Mountain Village","AK",NA,1
"11613","Murrieta-Temecula","CA",NA,1
"11614","Nantucket","MA",NA,1
"11615","Napakiak","AK",NA,1
"11616","Napaskiak","AK",NA,1
"11617","Nappanee ","IN",NA,1
"11618","Nelson Lagoon","AK",NA,1
"11619","Neodesha","KS",NA,1
"11620","New Philadelpha","OH",NA,1
"11621","New Stuyahok","AK",NA,1
"11622","New York","MS",NA,1
"11623","Newburgh","NY",NA,1
"11624","Nightmute","AK",NA,1
"11625","Nikolai","AK",NA,1
"11626","Nikolski","AK",NA,1
"11627","Noatak","AK",NA,1
"11628","Nondalton","AK",NA,1
"11629","Noorvik","AK",NA,1
"11630","Norfolk  Nebraska","NE",NA,1
"11631","North Kingstown","RI",NA,1
"11632","Northway","AK",NA,1
"11633","Norwood","MA",NA,1
"11634","Nuiqsut","AK",NA,1
"11635","Nulato","AK",NA,1
"11636","Null","KY",NA,1
"11637","Null","MO",NA,1
"11638","Oakley",NA,NA,1
"11639","Ocean Reef Club Airport","FL",NA,1
"11640","Oceana","VA",NA,1
"11641","Opolu","HI",NA,1
"11642","Oxford","CT",NA,1
"11643","PADUCAH","KY",NA,1
"11644","Pahokee","FL",NA,1
"11645","PARKERSBURG","WV",NA,1
"11646","Paso Robles","CA",NA,1
"11647","Patuxent River","MD",NA,1
"11648","Pellston","MI",NA,1
"11649","Pembina","ND",NA,1
"11650","Perryville","AK",NA,1
"11651","Petersburg","AK",NA,1
"11652","Phoenix ","AZ",NA,1
"11653","Pilot Point","AK",NA,1
"11654","Pinehurst-Southern Pines","NC",NA,1
"11655","Pineville","WV",NA,1
"11656","Placida","FL",NA,1
"11657","Plymouth","MA",NA,1
"11658","Point Barrow","AK",NA,1
"11659","Point Lay","AK",NA,1
"11660","Point Mugu","CA",NA,1
"11661","Port alsworth","AK",NA,1
"11662","Port Clarence","AK",NA,1
"11663","Port Heiden","AK",NA,1
"11664","Port Moller","AK",NA,1
"11665","Port O\'Connor","TX",NA,1
"11666","Prospect Creek","AK",NA,1
"11667","Provincetown","MA",NA,1
"11668","Quantico","VA",NA,1
"11669","Queensbury","NY",NA,1
"11670","Quinhagak","AK",NA,1
"11671","Raleigh-durham","NC",NA,1
"11672","Rancho Murieta","CA",NA,1
"11673","Red Dog","AK",NA,1
"11674","Red River","ND",NA,1
"11675","Redmond-Bend","OR",NA,1
"11676","Redstone","AL",NA,1
"11677","Rhinebeck","NY",NA,1
"11678","Riverton WY","WY",NA,1
"11679","Roanoke VA","VA",NA,1
"11680","Robinson","AR",NA,1
"11681","Rosecrans","MO",NA,1
"11682","Ruby","AK",NA,1
"11683","Russian Mission","AK",NA,1
"11684","Saint Cloud","MN",NA,1
"11685","Saint George","UT",NA,1
"11686","Salt Lake City",NA,NA,1
"11687","San Clemente Island","CA",NA,1
"11688","San Luis","OR",NA,1
"11689","San Nicolas Island","CA",NA,1
