"","City","State","Sightings","Airport Count"
"10158","Powers Lake","WI",1,0
"10159","Powhatan","AR",1,0
"10160","Prairie du Chien","WI",1,1
"10161","Prairie Grove","AR",1,0
"10162","Prescott","AR",1,0
"10163","Prescott","WA",1,0
"10164","Prescott","WI",1,0
"10165","Presidio","TX",1,0
"10166","Preston","MN",1,0
"10167","Pretty Prairie","KS",1,0
"10168","Priest River","ID",1,0
"10169","Princess Anne","MD",1,0
"10170","Princeton","IL",1,0
"10171","Princeton","NC",1,0
"10172","Princeville","HI",1,0
"10173","Proctor","OK",1,0
"10174","Prophetstown","IL",1,0
"10175","Prospect","KY",1,0
"10176","Prospect Heights","IL",1,0
"10177","Prosper","TX",1,0
"10178","Providence","UT",1,0
"10179","Providence Village","TX",1,0
"10180","Prudenville","MI",1,0
"10181","Prue","OK",1,0
"10182","Puckett","MS",1,0
"10183","Purdy","WA",1,0
"10184","Put-In-Bay","OH",1,0
"10185","Putney","GA",1,0
"10186","Pylesville","MD",1,0
"10187","Pyote","TX",1,0
"10188","Quaker City","OH",1,0
"10189","Quartz Hill","CA",1,0
"10190","Quechee","VT",1,0
"10191","Queen creek","AZ",1,0
"10192","Quemado","NM",1,0
"10193","Questa","NM",1,0
"10194","Quinby","SC",1,0
"10195","Quinby","VA",1,0
"10196","Quincy","FL",1,0
"10197","Quincy","MI",1,0
"10198","Quinlan","TX",1,0
"10199","Quitman","AR",1,0
"10200","Quitman","MS",1,1
"10201","Quitman","TX",1,0
"10202","Rachel","WV",1,0
"10203","Racine","OH",1,0
"10204","Radium Springs","NM",1,0
"10205","Rainier","OR",1,0
"10206","Ramona","OK",1,0
"10207","Ramsey","NJ",1,0
"10208","Ranchester","WY",1,0
"10209","RANCHO CORDOVA","CA",1,0
"10210","ranchos de taos","NM",1,0
"10211","Rand","WV",1,0
"10212","Randall","MN",1,0
"10213","Randolph","MN",1,0
"10214","Randolph","NE",1,0
"10215","Random Lake","WI",1,0
"10216","Ranger","TX",1,0
"10217","Rankin","IL",1,0
"10218","Ranson","WV",1,0
"10219","Rathbun","IA",1,0
"10220","Ravenna","MI",1,0
"10221","Ravine","PA",1,0
"10222","Rayland","OH",1,0
"10223","Raymond","MN",1,0
"10224","Raymond","MS",1,0
"10225","Raymond","NE",1,0
"10226","Raymond","OH",1,0
"10227","Rayville","LA",1,0
"10228","Rayville","MO",1,0
"10229","Raywick","KY",1,0
"10230","Reading","KS",1,0
"10231","Reading","MI",1,0
"10232","Reasnor","IA",1,0
"10233","Rector","AR",1,0
"10234","Red Bud","IL",1,0
"10235","Red Cross","NC",1,0
"10236","Red Hill","PA",1,0
"10237","Red Lake","MN",1,0
"10238","Red Oak","IA",1,0
"10239","Red River","NM",1,0
"10240","Red Springs","NC",1,0
"10241","Redgranite","WI",1,0
"10242","Redington Beach","FL",1,0
"10243","Redington Shores","FL",1,0
"10244","Redondo beach","CA",1,0
"10245","Redvale","CO",1,0
"10246","Redwood Falls","MN",1,1
"10247","Reedley","CA",1,0
"10248","Reedy","WV",1,0
"10249","REEDY","WV",1,0
"10250","Reeves","LA",1,0
"10251","Rehobeth","AL",1,0
"10252","Reinbeck","IA",1,0
"10253","Reinholds","PA",1,0
"10254","Remington","IN",1,0
"10255","Reno","TX",1,0
"10256","Rensselaer","IN",1,1
"10257","Rentz","GA",1,0
"10258","Renville","MN",1,0
"10259","Revere","MN",1,0
"10260","Revere","MO",1,0
"10261","Reynolds","GA",1,0
"10262","Reynolds","IL",1,0
"10263","Rhinelander","WI",1,1
"10264","Rhodhiss","NC",1,0
"10265","Ricardo","TX",1,0
"10266","Rice","MN",1,0
"10267","Richardton","ND",1,0
"10268","Richland","MO",1,0
"10269","Richland","MS",1,0
"10270","Richland","OR",1,0
"10271","Richland","PA",1,0
"10272","Richland Hills","TX",1,0
"10273","Richmond","UT",1,0
"10274","Richmond Heights","MO",1,0
"10275","Richwood","WV",1,0
"10276","Rico","CO",1,0
"10277","Riddle","OR",1,0
"10278","Ridgefield","NJ",1,0
"10279","Ridgetop","TN",1,0
"10280","Ridgeville","SC",1,0
"10281","Ridgeway","VA",1,0
"10282","Ridgway","CO",1,0
"10283","Riegelsville","PA",1,0
"10284","Riegelwood","NC",1,0
"10285","Riesel","TX",1,0
"10286","Rifton","NY",1,0
"10287","Ringwood","NJ",1,0
"10288","Rio","WI",1,0
"10289","Rio Grande","NJ",1,0
"10290","Rio Verde","AZ",1,0
"10291","RIO VISTA","CA",1,0
"10292","Ripley","WV",1,0
"10293","Rising Star","TX",1,0
"10294","Rising Sun","IN",1,0
"10295","River Edge","NJ",1,0
"10296","River Forest","IL",1,0
"10297","River Heights","UT",1,0
"10298","Riverdale","IL",1,0
"10299","Riverdale","NJ",1,0
"10300","Riverdale Park","MD",1,0
"10301","Riverside","CT",1,0
"10302","Riverside","OH",1,0
"10303","Riverside","PA",1,0
"10304","Riverside","WA",1,0
"10305","Riverton","IL",1,0
"10306","Riverwoods","IL",1,0
"10307","Rivesville","WV",1,0
"10308","Robbinsdale","MN",1,0
"10309","Robbinsville","NC",1,0
"10310","Robersonville","NC",1,0
"10311","Roberts","ID",1,0
"10312","robertsdale","AL",1,0
"10313","Robesonia","PA",1,0
"10314","Robins","IA",1,0
"10315","Robinson","PA",1,0
"10316","Robinson","TX",1,0
"10317","Roca","NE",1,0
"10318","Rocheport","MO",1,0
"10319","Rochester","PA",1,0
"10320","ROCHESTER","NY",1,0
"10321","Rock Creek","MN",1,0
"10322","Rock Island","WA",1,0
"10323","Rock Point","AZ",1,0
"10324","Rock Port","MO",1,0
"10325","Rock Springs","NM",1,0
"10326","Rockdale","TX",1,0
"10327","rockford","IL",1,0
"10328","Rockford","AL",1,0
"10329","ROCKFORD","IL",1,0
"10330","Rockville","CT",1,0
"10331","Rockville","IN",1,0
"10332","Rockville","MN",1,0
"10333","Rockville Centre","NY",1,0
"10334","Rockwell City","IA",1,0
"10335","Rockwood","PA",1,0
"10336","Rocky Mount","VA",1,0
"10337","Rodeo","CA",1,0
"10338","Roebling","NJ",1,0
"10339","Rogers","OH",1,0
"10340","Rogersville","MO",1,0
"10341","Rohnert park","CA",1,0
"10342","Rolling Hills","CA",1,0
"10343","Rolling Hills Estates","CA",1,0
"10344","Rolling Prairie","IN",1,0
"10345","Ronda","NC",1,0
"10346","Ronks","PA",1,0
"10347","Roosevelt","AZ",1,0
"10348","Roosevelt","WA",1,0
"10349","Roper","NC",1,0
"10350","Rosburg","WA",1,0
"10351","Roscoe","MN",1,0
"10352","Roscoe","MT",1,0
"10353","Roscoe","NY",1,0
"10354","Rose Hill","NC",1,0
"10355","Roseau","MN",1,0
"10356","Rosebud","TX",1,0
"10357","Rosenberg","TX",1,0
"10358","Rosendale","MO",1,0
"10359","Rosholt","WI",1,0
"10360","Rosiclare","IL",1,0
"10361","Rosine","KY",1,0
"10362","Roslyn","NY",1,0
"10363","Rossmoor","NJ",1,0
"10364","Rossville","IL",1,0
"10365","Rotan","TX",1,0
"10366","Rothschild","WI",1,0
"10367","Rotonda","FL",1,0
"10368","Rougemont","NC",1,0
"10369","Round Hill","VA",1,0
"10370","Round lake beach","IL",1,0
"10371","Round Lake Beach","IL",1,0
"10372","Rowe","NM",1,0
"10373","Rowesville","SC",1,0
"10374","Rowland","NC",1,0
"10375","Roxboro","NC",1,1
"10376","Roy","NM",1,0
"10377","Royal City","WA",1,0
"10378","Royal palm beach","FL",1,0
"10379","Royalton","IL",1,0
"10380","Ruch","OR",1,0
"10381","Ruckersville","VA",1,0
"10382","Rudy","AR",1,0
"10383","Ruffin","NC",1,0
"10384","Rugby","ND",1,0
"10385","Ruidoso Downs","NM",1,0
"10386","Rule","TX",1,0
"10387","Runge","TX",1,0
"10388","Rupert","ID",1,0
"10389","Rural Hall","NC",1,0
"10390","Rural Hill","TN",1,0
"10391","Rural Retreat","VA",1,0
"10392","Rush City","MN",1,0
"10393","Rushford","MN",1,0
"10394","Rushville","IL",1,0
"10395","Ruso","ND",1,0
"10396","Russell","KS",1,1
"10397","Russell","KY",1,0
"10398","Russell","PA",1,0
"10399","Russells Point","OH",1,0
"10400","Russellville","AL",1,0
"10401","Russellville","KY",1,0
"10402","Russellville","MO",1,0
"10403","Russia","OH",1,0
"10404","Rutherford","NJ",1,0
"10405","Ruthven","IA",1,0
"10406","Rutledge","PA",1,0
"10407","Ryan","OK",1,0
"10408","Ryland Heights","KY",1,0
"10409","Sabetha","KS",1,1
"10410","Sabin","MN",1,0
"10411","Sabula","IA",1,0
"10412","sacramento","CA",1,0
"10413","Sadieville","KY",1,0
"10414","Salado","TX",1,0
"10415","Salem","AR",1,0
"10416","Salem","NM",1,0
"10417","Salineville","OH",1,0
"10418","Salt Lick","KY",1,0
"10419","Saltillo","MS",1,0
"10420","Salton City","CA",1,0
"10421","Salton Sea Beach","CA",1,0
"10422","saltsburg","PA",1,0
"10423","Saluda","NC",1,0
"10424","Saluda","SC",1,1
"10425","Saluda","VA",1,0
"10426","Samson","AL",1,0
"10427","San diego","CA",1,0
"10428","San Geronimo","CA",1,0
"10429","San jacinto","CA",1,0
"10430","san jose","CA",1,0
"10431","San Lorenzo","CA",1,0
"10432","San Lorenzo","NM",1,0
"10433","San Lucas","CA",1,0
"10434","San Manuel","AZ",1,0
"10435","San marcos","CA",1,0
"10436","San Marino","CA",1,0
"10437","San Miguel","CA",1,0
"10438","San Pierre","IN",1,0
"10439","San Simeon","CA",1,0
"10440","San tan valley","AZ",1,0
"10441","Sanborn","IA",1,0
"10442","Sanbornville","NH",1,0
"10443","Sand Lake","MI",1,0
"10444","Sand Point","AK",1,1
"10445","Sand Rock","AL",1,0
"10446","Sanders","AZ",1,0
"10447","Sandersville","GA",1,0
"10448","Sandoval","IL",1,0
"10449","Sandstone","MN",1,0
"10450","Sanford","VA",1,0
"10451","Santa Anna","TX",1,0
"10452","Santa Clara","NM",1,0
"10453","santa fe","NM",1,0
"10454","Santa Margarita","CA",1,0
"10455","Santa Maria","TX",1,0
"10456","Santa Rita","MT",1,0
"10457","Santa rosa","CA",1,0
"10458","Santa Teresa","NM",1,0
"10459","Santa Ynez","CA",1,1
"10460","Santaquin","UT",1,0
"10461","Santo Domingo Pueblo","NM",1,0
"10462","Saranac","MI",1,0
"10463","Saratoga","WY",1,0
"10464","Sardinia","OH",1,0
"10465","Sardis","MS",1,0
"10466","Sarles","ND",1,0
"10467","Saticoy","CA",1,0
"10468","Satsop","WA",1,0
"10469","Saugatuck","MI",1,0
"10470","Saunemin","IL",1,0
"10471","Savage","MD",1,0
"10472","Savanna","IL",1,0
"10473","Savona","NY",1,0
"10474","Savoy","IL",1,0
"10475","Sawgrass","FL",1,0
"10476","Saxonburg","PA",1,0
"10477","Scales Mound","IL",1,0
"10478","Scandia","KS",1,0
"10479","Scanlon","MN",1,0
"10480","Scarsdale","NY",1,0
"10481","Scenic","AZ",1,0
"10482","Schiller Park","IL",1,0
"10483","Schneider","IN",1,0
"10484","Schoolcraft","MI",1,0
"10485","Schuyler","VA",1,0
"10486","Science Hill","KY",1,0
"10487","Scobey","MT",1,0
"10488","Scotchtown","NY",1,0
"10489","Scotland","PA",1,0
"10490","Scotland","SD",1,0
"10491","Scott","AR",1,0
"10492","Scott City","KS",1,1
"10493","Scott City","MO",1,0
"10494","Scotts Valley","CA",1,0
"10495","Scottsburg","IN",1,0
"10496","scottsdale","AZ",1,0
"10497","Scottsville","VA",1,0
"10498","Scottville","MI",1,0
"10499","Scribner","NE",1,0
"10500","Scurry","TX",1,0
"10501","Sea Cliff","NY",1,0
"10502","Sea Ranch","CA",1,0
"10503","seabeck","WA",1,0
"10504","Seabrook Beach","NH",1,0
"10505","Seabrook Island","SC",1,0
"10506","Searchlight","NV",1,0
"10507","seaside park","NJ",1,0
"10508","Sebastopol","MS",1,0
"10509","Sebeka","MN",1,0
"10510","Sebree","KY",1,0
"10511","Second Mesa","AZ",1,0
"10512","Sedgwick","AR",1,0
"10513","Seeley Lake","MT",1,0
"10514","Seiling","OK",1,0
"10515","selinsgrove","PA",1,0
"10516","sellersville","PA",1,0
"10517","Sellersville","PA",1,0
"10518","Sells","AZ",1,0
"10519","Selma","AL",1,1
"10520","Selma","NC",1,0
"10521","Selma","OR",1,0
"10522","Selma","TX",1,0
"10523","Selmer","TN",1,0
"10524","Seneca","IL",1,0
"10525","Seneca","MO",1,0
"10526","Senecaville","OH",1,0
"10527","Sentinel Butte","ND",1,0
"10528","Seven Mile","OH",1,0
"10529","Seven Valleys","PA",1,0
"10530","Seventh Mountain","OR",1,0
"10531","Severn","NC",1,0
"10532","Sewanee","TN",1,1
"10533","Seward","PA",1,0
"10534","seymour","TN",1,0
"10535","Seymour","MO",1,0
"10536","Seymour","WI",1,0
"10537","Shabbona","IL",1,0
"10538","Shady Cove","OR",1,0
"10539","Shadyside","OH",1,0
"10540","Shafer","MN",1,0
"10541","Shallowater","TX",1,0
"10542","Shamrock","TX",1,0
"10543","Shannon","NC",1,0
"10544","Shark River Hills","NJ",1,0
"10545","Sharpsville","IN",1,0
"10546","Sharpsville","PA",1,0
"10547","Shasta","CA",1,0
"10548","Shattuck","OK",1,0
"10549","Shaw","MS",1,0
"10550","Sheboygan Falls","WI",1,0
"10551","Shelbina","MO",1,0
"10552","Shelburn","IN",1,0
"10553","Shelburne Falls","MA",1,0
"10554","Shelby","IA",1,0
"10555","Sheldon","IA",1,0
"10556","Shell","WY",1,0
"10557","Shelly","MN",1,0
"10558","Shenandoah","IA",1,0
"10559","Shepherd","MI",1,0
"10560","Sherburn","MN",1,0
"10561","Sheridan","CA",1,0
"10562","Sheridan","CO",1,0
"10563","Sheridan","OR",1,0
"10564","Sherman","IL",1,0
"10565","Sherman","MS",1,0
"10566","Sherrard","IL",1,0
"10567","Sherrill","IA",1,0
"10568","Shickshinny","PA",1,0
"10569","Shidler","OK",1,0
"10570","Shiner","TX",1,0
"10571","Ship Bottom","NJ",1,0
"10572","Shiremanstown","PA",1,0
"10573","Shirley","AR",1,0
"10574","Shively","KY",1,0
"10575","Shoals","IN",1,0
"10576","Shongaloo","LA",1,0
"10577","Shoreham","NY",1,0
"10578","Short Pump","VA",1,0
"10579","Shortsville","NY",1,0
"10580","Shrub Oak","NY",1,0
"10581","Sibley","MO",1,0
"10582","Sidney","IA",1,0
"10583","Sidney","NE",1,1
"10584","Sierra vista","AZ",1,0
"10585","Sierraville","CA",1,0
"10586","Sigel","IL",1,0
"10587","Signal hill","CA",1,0
"10588","Silas","AL",1,0
"10589","Siler city","NC",1,0
"10590","Siletz","OR",1,0
"10591","Silsbee","TX",1,0
"10592","Silver Bay","MN",1,0
"10593","Silver City","IA",1,0
"10594","Silver Creek","NE",1,0
"10595","Silver Hill","MD",1,0
"10596","Silver Lake","IN",1,0
"10597","Silverhill","AL",1,0
"10598","Silverton","CO",1,0
"10599","Simla","CO",1,0
"10600","Sims","NC",1,0
"10601","Simsboro","LA",1,0
"10602","Sinking spring","PA",1,0
"10603","Sinton","TX",1,0
"10604","Sioux city","IA",1,0
"10605","Sipsey","AL",1,0
"10606","Siren","WI",1,0
"10607","Sistersville","WV",1,0
"10608","Skidway Lake","MI",1,0
"10609","Skillman","NJ",1,0
"10610","Sky Valley","CA",1,0
"10611","Slater","MO",1,0
"10612","Slaughterville","OK",1,0
"10613","Sleepy Eye","MN",1,0
"10614","Slinger","WI",1,0
"10615","Slovan","PA",1,0
"10616","Smiley","TX",1,0
"10617","Smith Valley","NV",1,0
"10618","Smithfield","KY",1,0
"10619","Smithland","IA",1,0
"10620","Smithland","KY",1,0
"10621","Smiths Station","AL",1,0
"10622","Smithton","MO",1,0
"10623","Smithville","NJ",1,0
"10624","Smithville","TN",1,0
"10625","Smoaks","SC",1,0
"10626","Smock","PA",1,0
"10627","Sneedville","TN",1,0
"10628","Snow Hill","MD",1,0
"10629","Snowmass VIllage","CO",1,0
"10630","Sobieski","WI",1,0
"10631","Social Circle","GA",1,0
"10632","Soda Springs","ID",1,0
"10633","soledad","CA",1,0
"10634","Solomon","KS",1,0
"10635","Solomons","MD",1,0
"10636","Somers","WI",1,0
"10637","Somerton","AZ",1,0
"10638","Somerville","OH",1,0
"10639","Sonora","TX",1,1
"10640","Soperton","GA",1,0
"10641","Soso","MS",1,0
"10642","Soulsbyville","CA",1,0
"10643","Sound Beach","NY",1,0
"10644","Sour lake","TX",1,0
"10645","Sour Lake","TX",1,0
"10646","SOUTH BARRINGTON","IL",1,0
"10647","South Beach","FL",1,0
"10648","South Beloit","IL",1,0
"10649","South Deerfield","MA",1,0
"10650","South Euclid","OH",1,0
"10651","South Fork","CO",1,0
"10652","South Fulton","TN",1,0
"10653","South Heights","PA",1,0
"10654","South Hempstead","NY",1,0
"10655","South Hill","WA",1,0
"10656","South Lebanon","OH",1,0
"10657","South Palm Beach","FL",1,0
"10658","South Park Township","PA",1,0
"10659","South Pasadena","FL",1,0
"10660","South San Gabriel","CA",1,0
"10661","South Tucson","AZ",1,0
"10662","South Weber","UT",1,0
"10663","South whitley","IN",1,0
"10664","South Zanesville","OH",1,0
"10665","Southern Shores","NC",1,0
"10666","Southmont","NC",1,0
"10667","Southwest Ranches","FL",1,0
"10668","Spalding","NE",1,0
"10669","Spanish Lake","MO",1,0
"10670","Spanish Springs","NV",1,0
"10671","Sparta","GA",1,0
"10672","Sparta","IL",1,0
"10673","Sparta","KY",1,0
"10674","Sparta","NC",1,0
"10675","Spicer","MN",1,0
"10676","Spirit Lake","IA",1,0
"10677","Spotsylvania Courthouse","VA",1,0
"10678","Sprague","WA",1,0
"10679","Spring Grove","MN",1,0
"10680","Spring hill","FL",1,0
"10681","Spring lake","NJ",1,0
"10682","Spring Lake","MI",1,0
"10683","Spring Lake","NC",1,0
"10684","Spring Lake Heights","NJ",1,0
"10685","Spring Mount","PA",1,0
"10686","Spring valley","CA",1,0
"10687","Spring Valley","IL",1,0
"10688","Spring Valley","NV",1,0
"10689","Spring Valley","WI",1,0
"10690","Springboro","PA",1,0
"10691","Springdale","PA",1,0
"10692","Springer","NM",1,0
"10693","springfield","IL",1,0
"10694","Springfield","CO",1,0
"10695","Springfield","SD",1,0
"10696","SPRINGFIELD","VA",1,0
"10697","Springville","AL",1,0
"10698","Springville","CA",1,0
"10699","Spur","TX",1,0
"10700","St. Ansgar","IA",1,0
"10701","St. Anthony","ID",1,0
"10702","St. Anthony","MN",1,0
"10703","St. Charles","MN",1,0
"10704","st. clair","MO",1,0
"10705","St. Clairsville","OH",1,0
"10706","St. David","IL",1,0
"10707","St. Francis","SD",1,0
"10708","St. Francisville","IL",1,0
"10709","St. Hedwig","TX",1,0
"10710","St. Helen","MI",1,0
"10711","St. Helena","CA",1,0
"10712","St. Helena","NC",1,0
"10713","St. Joe","AR",1,0
"10714","St. John","KS",1,0
"10715","St. Joseph","MN",1,0
"10716","St. Louis","MI",1,0
"10717","St. Marys","KS",1,0
"10718","St. Matthews","SC",1,0
"10719","St. Michael","MN",1,0
"10720","St. Michaels","MD",1,0
"10721","St. Paris","OH",1,0
"10722","St. Paul Park","MN",1,0
"10723","St. Pete Beach","FL",1,0
"10724","St. Thomas","MO",1,0
"10725","Stacyville","IA",1,0
"10726","Stagecoach","TX",1,0
"10727","Stallings","NC",1,0
"10728","Stamping Ground","KY",1,0
"10729","Stamps","AR",1,0
"10730","Stanchfield","MN",1,0
"10731","Stanfield","AZ",1,0
"10732","Stanhope","IA",1,0
"10733","Stanley","NC",1,0
"10734","Stanley","VA",1,0
"10735","Stanley","WI",1,0
"10736","Stansbury Park","UT",1,0
"10737","Stanton","IA",1,0
"10738","Stanton","NE",1,0
"10739","Stanton","TX",1,0
"10740","Stanwood","MI",1,0
"10741","Stapleton","AL",1,0
"10742","Star City","AR",1,0
"10743","Star Lake","NY",1,0
"10744","Starks","LA",1,0
"10745","Starrucca","PA",1,0
"10746","Start","LA",1,0
"10747","Staten island","NY",1,0
"10748","Ste. Genevieve","MO",1,0
"10749","Steamboat Rock","IA",1,0
"10750","Stem","NC",1,0
"10751","Stephens","AR",1,0
"10752","Steptoe","WA",1,0
"10753","Sterling","AK",1,0
"10754","Stevens point","WI",1,0
"10755","Stewartsville","NJ",1,0
"10756","Stickney","IL",1,0
"10757","Stigler","OK",1,0
"10758","Stockbridge","WI",1,0
"10759","Stockport","OH",1,0
"10760","Stockton","NJ",1,0
"10761","Stockwell","IN",1,0
"10762","Stokes","NC",1,0
"10763","Stokesdale","NC",1,0
"10764","Stone Ridge","NY",1,0
"10765","Stonefort","IL",1,0
"10766","Stonewall","OK",1,0
"10767","Stony Point","NC",1,0
"10768","Stormstown","PA",1,0
"10769","Story City","IA",1,0
"10770","Strasburg","CO",1,0
"10771","Strasburg","ND",1,0
"10772","Stratford","IA",1,0
"10773","Stratford","OK",1,0
"10774","Stratford","WI",1,0
"10775","Strawberry","CA",1,0
"10776","Struble","IA",1,0
"10777","Stuart","IA",1,0
"10778","Stuart","VA",1,0
"10779","Sturgeon","MO",1,0
"10780","Sturgeon lake","MN",1,0
"10781","Sugar Creek","MO",1,0
"10782","Sugar Grove","OH",1,0
"10783","Sugar Grove","PA",1,0
"10784","Sugar Grove","VA",1,0
"10785","Sugar Notch","PA",1,0
"10786","Sugden","OK",1,0
"10787","Suitland","MD",1,0
"10788","Sullivan","WI",1,0
"10789","Sullivan's Island","SC",1,0
"10790","Sulphur springs","TX",1,0
"10791","Sultana","CA",1,0
"10792","Summerdale","AL",1,0
"10793","Summerfield","OH",1,0
"10794","Summertown","TN",1,0
"10795","Summerville","OR",1,0
"10796","Summit","IL",1,0
"10797","Summit","MS",1,0
"10798","Summit","NJ",1,0
"10799","Sumner","IA",1,0
"10800","Sumner","MS",1,0
"10801","Sumpter","OR",1,0
"10802","Sunfield","MI",1,0
"10803","Sunflower","MS",1,0
"10804","Sunol","CA",1,0
"10805","sunrise","FL",1,0
"10806","Sunset Hills","MO",1,0
"10807","Superior","MT",1,0
"10808","Suquamish","WA",1,0
"10809","Surrey","ND",1,0
"10810","Swainsboro","GA",1,0
"10811","Swan Valley","ID",1,0
"10812","Swansboro","NC",1,0
"10813","Swanton","OH",1,0
"10814","Swayzee","IN",1,0
"10815","Sweet Springs","MO",1,0
"10816","Sweetser","IN",1,0
"10817","Swoyersville","PA",1,0
"10818","Sycamore","OH",1,0
"10819","Sykesville","PA",1,0
"10820","Sylvan Beach","NY",1,0
"10821","Sylvan Grove","KS",1,0
"10822","Sylvan Lake","MI",1,0
"10823","Sylvania","AL",1,0
"10824","syracuse","NY",1,0
"10825","Syracuse","MO",1,0
"10826","Tacna","AZ",1,0
"10827","Taholah","WA",1,0
"10828","Talala","OK",1,0
"10829","Talbotton","GA",1,0
"10830","Talking Rock","GA",1,0
"10831","Talladega","AL",1,1
"10832","Tallulah","LA",1,0
"10833","TAMPA","FL",1,0
"10834","Tanacross","AK",1,0
"10835","Tanana","AK",1,0
"10836","Tangent","OR",1,0
"10837","Tappan","NY",1,0
"10838","Tappen","ND",1,0
"10839","Tarkio","MO",1,0
"10840","Tarlton","OH",1,0
"10841","Tatum","NM",1,0
"10842","Tavernier","FL",1,0
"10843","Taylor","PA",1,0
"10844","Taylorsville","GA",1,0
"10845","Tea","SD",1,0
"10846","Teachey","NC",1,0
"10847","Teays Valley","WV",1,0
"10848","Tecumseh","NE",1,0
"10849","Tehama","CA",1,0
"10850","Tekamah","NE",1,0
"10851","Tekoa","WA",1,0
"10852","Tekonsha","MI",1,0
"10853","Telford","TN",1,0
"10854","Tellico Plains","TN",1,0
"10855","temecula","CA",1,0
"10856","tempe","AZ",1,0
"10857","Temple","OK",1,0
"10858","Temple CIty","CA",1,0
"10859","Temple hills","MD",1,0
"10860","Templeton","PA",1,0
"10861","Templeville","MD",1,0
"10862","Tennessee Ridge","TN",1,0
"10863","Tensed","ID",1,0
"10864","Terlton","OK",1,0
"10865","Terre du Lac","MO",1,0
"10866","Terry","MT",1,0
"10867","Tesuque","NM",1,0
"10868","Teterboro","NJ",1,1
"10869","Teton Village","WY",1,0
"10870","Texas city","TX",1,0
"10871","Texhoma","OK",1,0
"10872","Texhoma","TX",1,0
"10873","Texico","NM",1,0
"10874","Thackerville","OK",1,0
"10875","Thaxton","MS",1,0
"10876","The Village","OK",1,0
"10877","Theresa","WI",1,0
"10878","Thermal","CA",1,0
"10879","Thief River Falls","MN",1,1
"10880","Thiensville","WI",1,0
"10881","Thompson","ND",1,0
"10882","Thompson springs","UT",1,0
"10883","Thompson Springs","UT",1,0
"10884","Thomson","IL",1,0
"10885","Thorndale","TX",1,0
"10886","Thorntown","IN",1,0
"10887","Thorsby","AL",1,0
"10888","Thousand Palms","CA",1,0
"10889","Three Lakes","WI",1,0
"10890","Three Points","AZ",1,0
"10891","Three Springs","PA",1,0
"10892","Thurmond","WV",1,0
"10893","Tierra Amarilla","NM",1,0
"10894","Tierra Verde","FL",1,0
"10895","Tieton","WA",1,0
"10896","Tigerton","WI",1,0
"10897","Tightwad","MO",1,0
"10898","Timberlake","OH",1,0
"10899","Timnath","CO",1,0
"10900","Timpson","TX",1,0
"10901","Tinley park","IL",1,0
"10902","Tipton","IN",1,0
"10903","Tiptonville","TN",1,0
"10904","titusville","FL",1,0
"10905","Titusville","PA",1,0
"10906","Tok","AK",1,2
"10907","Tolar","TX",1,0
"10908","Toledo","IA",1,0
"10909","Toledo","OR",1,0
"10910","Toledo","WA",1,0
"10911","Tolleson","AZ",1,0
"10912","Tompkinsville","KY",1,0
"10913","Toms Brook","VA",1,0
"10914","Tonganoxie","KS",1,0
"10915","Tonkawa","OK",1,0
"10916","Tonto Basin","AZ",1,0
"10917","Tontogany","OH",1,0
"10918","Toone","TN",1,0
"10919","Topeka","IN",1,0
"10920","Toquerville","UT",1,0
"10921","Tornado","WV",1,0
"10922","Toronto","KS",1,0
"10923","Toronto","OH",1,0
"10924","Toulon","IL",1,0
"10925","Towanda","IL",1,0
"10926","Towanda","KS",1,0
"10927","Tower","MN",1,0
"10928","Town Creek","AL",1,0
"10929","Townville","PA",1,0
"10930","Trafalgar","IN",1,0
"10931","Trail","OR",1,0
"10932","Tranquillity","CA",1,0
"10933","Treasure Island","FL",1,0
"10934","Trego","MT",1,0
"10935","Tremont","IL",1,0
"10936","Trenton","IL",1,0
"10937","Trenton","KY",1,0
"10938","Triadelphia","WV",1,0
"10939","Tribes Hill","NY",1,0
"10940","Tribune","KS",1,0
"10941","Trimble","MO",1,0
"10942","Trinity","AL",1,0
"10943","Trinity","TX",1,0
"10944","TRINITY","FL",1,0
"10945","Trinity village","CA",1,0
"10946","Trophy club","TX",1,0
"10947","Troup","TX",1,0
"10948","Trout Creek","MT",1,0
"10949","Trout Valley","IL",1,0
"10950","Troutdale","VA",1,0
"10951","Troy","AL",1,1
"10952","Troy","KS",1,0
"10953","Troy","PA",1,0
"10954","Troy","TN",1,0
"10955","Troy Grove","IL",1,0
"10956","Trucksville","PA",1,0
"10957","Truro","IA",1,0
"10958","Truxton","MO",1,0
"10959","Tuba City","AZ",1,0
"10960","Tullytown","PA",1,0
"10961","Turkey","TX",1,0
"10962","Turner","OR",1,0
"10963","Tuscola","IL",1,0
"10964","Tuskegee","AL",1,0
"10965","Twentynine Palms","CA",1,0
"10966","Twilight","WV",1,0
"10967","Twin City","GA",1,0
"10968","Twin falls","ID",1,0
"10969","Twin Lakes","CA",1,0
"10970","Two Strike","SD",1,0
"10971","Tygh Valley","OR",1,0
"10972","Tyndall AFB","FL",1,0
"10973","Tyrone","OK",1,0
"10974","ucon","ID",1,0
"10975","Uhrichsville","OH",1,0
"10976","Uintah","UT",1,0
"10977","Unadilla","NE",1,0
"10978","Underwood","IA",1,0
"10979","Underwood","MN",1,0
"10980","Union","IL",1,0
"10981","Union","KY",1,0
"10982","Union","MS",1,0
